customer_id,product_id,purchase_date,quantity,purchase_count,mean_quantity,std_quantity,recency_score,frequency_score,avg_purchase_interval,parent_category_id,total_purchases,week,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5
31373,28522,2021-01-02,1,1,1.0,0.0,29,1,67.0,3898.0,1,3,539,6,0,220,3,17
43161,26886,2020-10-12,1,2,1.0,0.0,111,2,86.0,1543.0,2,4,745,10,0,503,0,17
27671,29660,2020-11-02,4,1,4.0,0.0,90,1,67.0,3898.0,4,3,18,10,1,345,0,84
34534,24763,2020-06-30,1,1,1.0,0.0,215,1,67.0,965.0,1,1,186,6,0,207,0,17
35531,32079,2021-01-29,1,2,1.0,0.0,2,2,119.0,3898.0,2,3,580,10,0,503,3,39
17337,14606,2020-08-16,1,7,1.0,0.0,27,7,32.666666666666664,3898.0,7,3,1445,10,0,-1,-1,24
5882,4705,2020-10-20,1,1,1.0,0.0,103,1,67.0,366.0,1,1,703,10,3,291,0,141
5681,25592,2020-06-15,1,1,1.0,0.0,230,1,67.0,3056.0,1,3,827,4,0,469,-1,-1
12284,31178,2020-06-13,1,1,1.0,0.0,232,1,67.0,3898.0,1,2,378,4,0,401,3,44
16857,12783,2020-08-16,1,1,1.0,0.0,168,1,67.0,2475.0,1,3,73,10,0,421,0,3
29580,7449,2020-07-06,1,1,1.0,0.0,209,1,67.0,3605.0,1,2,186,10,3,27,3,39
24608,32138,2020-06-14,1,1,1.0,0.0,231,1,67.0,489.0,1,2,1180,10,0,522,3,90
19363,7739,2020-07-18,1,1,1.0,0.0,197,1,67.0,3898.0,1,3,771,10,3,503,0,17
24420,18055,2020-12-20,1,2,1.0,0.0,42,2,132.0,2928.0,2,1,193,4,1,453,0,108
12894,5746,2020-12-25,1,1,1.0,0.0,37,1,67.0,3703.0,1,2,1127,4,1,53,0,111
5344,14623,2020-07-03,1,1,1.0,0.0,212,1,67.0,3898.0,1,1,219,6,0,536,3,46
35036,4026,2020-08-16,1,1,1.0,0.0,168,1,67.0,238.0,1,3,20,10,0,203,0,84
16591,20403,2021-01-15,1,1,1.0,0.0,16,1,67.0,3898.0,1,1,888,4,0,278,0,144
22550,16403,2021-01-23,1,1,1.0,0.0,8,1,67.0,3898.0,1,2,1121,10,0,161,0,38
39755,27625,2020-11-22,1,1,1.0,0.0,70,1,67.0,1178.0,1,1,839,4,0,265,0,140
10404,3601,2020-09-26,1,1,1.0,0.0,127,1,67.0,2385.0,1,1,1324,10,0,421,3,3
24695,3005,2020-11-20,2,1,2.0,0.0,72,1,67.0,242.0,2,1,136,10,0,503,0,17
16300,13302,2020-07-16,1,2,1.0,0.0,20,2,179.0,3898.0,2,3,194,10,0,502,0,178
1817,7913,2020-10-31,3,1,3.0,0.0,92,1,67.0,3477.0,3,2,1180,10,0,345,0,95
10748,23975,2020-06-21,1,3,1.0,0.0,34,3,95.0,1223.0,3,3,615,10,0,535,3,121
11831,25993,2021-01-20,1,2,1.0,0.0,11,2,9.0,3898.0,2,2,186,10,0,27,3,38
41713,14990,2020-06-08,1,1,1.0,0.0,237,1,67.0,600.0,1,2,734,4,0,203,3,76
18071,23148,2021-01-13,1,1,1.0,0.0,18,1,67.0,3056.0,1,1,1401,4,0,145,0,163
3683,3320,2020-12-30,2,1,2.0,0.0,32,1,67.0,2566.0,2,3,569,4,0,291,3,44
43379,29657,2020-08-24,2,4,1.75,0.5,145,4,24.666666666666668,1890.0,7,1,18,10,0,345,0,84
17534,30764,2020-10-19,1,1,1.0,0.0,104,1,67.0,2385.0,1,1,194,10,0,502,3,85
25165,20439,2020-06-04,1,1,1.0,0.0,241,1,67.0,566.0,1,1,660,6,0,216,3,122
14908,21323,2020-06-06,1,1,1.0,0.0,239,1,67.0,3306.0,1,1,39,10,1,511,0,101
43776,27618,2021-01-31,1,1,1.0,0.0,0,1,67.0,1134.0,1,3,1180,4,0,485,3,66
13991,22138,2020-07-07,1,1,1.0,0.0,208,1,67.0,1698.0,1,2,993,10,0,258,0,132
41279,26195,2021-01-11,1,1,1.0,0.0,20,1,67.0,3056.0,1,1,618,4,0,55,3,11
2420,1398,2020-09-03,1,1,1.0,0.0,150,1,67.0,3898.0,1,2,408,4,0,129,0,176
44158,32575,2021-01-30,1,1,1.0,0.0,1,1,67.0,3898.0,1,3,801,4,0,453,0,108
18764,15376,2020-08-02,2,1,2.0,0.0,182,1,67.0,2566.0,2,1,1232,10,0,358,0,95
44055,2074,2020-07-08,4,2,4.5,0.7071067811865476,49,2,158.0,1134.0,9,2,1111,4,0,516,0,41
34610,21088,2020-09-22,1,1,1.0,0.0,131,1,67.0,2917.0,1,1,1232,6,0,282,0,146
42720,28190,2021-01-21,1,1,1.0,0.0,10,1,67.0,3898.0,1,2,1036,4,2,452,0,12
41809,16414,2020-08-29,1,1,1.0,0.0,155,1,67.0,172.0,1,1,1265,4,3,514,0,187
30014,26841,2020-12-04,1,1,1.0,0.0,58,1,67.0,3898.0,1,3,539,4,0,487,0,-1
24608,19591,2020-12-06,2,4,1.25,0.5,56,4,15.333333333333334,unknown,5,3,342,10,0,181,0,132
6775,29478,2020-06-01,1,1,1.0,0.0,244,1,67.0,2457.0,1,1,258,4,0,109,0,81
11738,15163,2020-09-10,1,6,1.0,0.0,11,6,43.8,1072.0,6,3,378,4,3,396,3,163
43956,14037,2020-06-27,1,1,1.0,0.0,218,1,67.0,1890.0,1,4,1180,10,0,522,3,45
28321,22063,2020-06-03,3,4,2.75,0.4999999999999999,21,4,73.66666666666667,3617.0,11,1,139,4,0,491,3,66
38244,18678,2020-11-07,1,1,1.0,0.0,85,1,67.0,1061.0,1,3,77,4,0,491,0,66
3044,19768,2021-01-10,2,4,1.75,0.5,21,4,74.0,3189.0,7,4,618,4,0,399,0,144
22345,3285,2020-06-29,4,2,4.5,0.7071067811865476,173,2,43.0,861.0,9,1,366,6,0,498,0,13
25431,26026,2020-11-28,3,1,3.0,0.0,64,1,67.0,3898.0,3,2,1126,4,3,-1,-1,89
42159,24987,2020-07-03,2,2,2.5,0.7071067811865476,107,2,105.0,119.0,5,1,1383,10,0,501,0,17
21899,30712,2020-10-09,1,1,1.0,0.0,114,1,67.0,965.0,1,3,186,10,0,421,3,3
24708,11587,2020-12-24,1,1,1.0,0.0,38,1,67.0,3898.0,1,2,406,10,0,503,0,184
35246,6342,2020-07-05,1,1,1.0,0.0,210,1,67.0,1223.0,1,1,665,10,1,491,0,39
31482,20478,2020-09-09,1,1,1.0,0.0,144,1,67.0,3898.0,1,3,539,6,0,303,0,45
29102,18181,2021-01-30,1,3,2.3333333333333335,1.1547005383792517,1,3,33.5,3898.0,7,3,615,10,1,358,0,132
25324,11124,2020-08-01,3,2,3.0,0.0,56,2,127.0,3898.0,6,1,1496,4,0,399,0,144
18941,9175,2021-01-21,1,1,1.0,0.0,10,1,67.0,unknown,1,2,1496,4,0,321,3,16
9221,2321,2020-12-17,1,1,1.0,0.0,45,1,67.0,2385.0,1,1,1445,6,0,-1,-1,45
19359,24051,2021-01-19,1,1,1.0,0.0,12,1,67.0,431.0,1,2,325,6,0,165,0,122
5219,11370,2020-08-20,1,1,1.0,0.0,164,1,67.0,3288.0,1,4,618,6,0,303,3,45
44587,24168,2020-09-11,1,1,1.0,0.0,142,1,67.0,3860.0,1,3,853,4,0,469,0,-1
14444,11009,2020-07-29,1,1,1.0,0.0,186,1,67.0,3898.0,1,1,1126,4,0,291,0,163
41592,17419,2020-10-17,1,1,1.0,0.0,106,1,67.0,842.0,1,4,267,6,0,2,3,45
22112,20460,2020-12-07,1,1,1.0,0.0,55,1,67.0,3898.0,1,4,1445,4,3,-1,-1,-1
31892,21379,2020-11-26,1,1,1.0,0.0,66,1,67.0,1841.0,1,2,45,6,0,167,3,122
12918,570,2020-07-07,1,1,1.0,0.0,208,1,67.0,1841.0,1,2,454,6,0,170,0,17
3030,24557,2020-10-17,1,1,1.0,0.0,106,1,67.0,2509.0,1,4,771,10,0,503,0,17
5675,26159,2020-09-01,1,1,1.0,0.0,152,1,67.0,370.0,1,2,1065,10,0,491,3,147
11577,21028,2020-09-29,1,1,1.0,0.0,124,1,67.0,100.0,1,2,18,6,0,232,0,122
5064,11442,2020-06-24,1,1,1.0,0.0,221,1,67.0,3898.0,1,4,822,10,3,503,0,85
26042,18451,2020-10-07,2,4,1.75,0.5,5,4,59.0,3027.0,7,3,322,4,0,536,0,144
19930,25219,2020-10-22,1,1,1.0,0.0,101,1,67.0,3059.0,1,1,748,4,0,487,0,16
39403,8705,2020-09-26,2,1,2.0,0.0,127,1,67.0,unknown,2,1,1324,10,0,421,3,3
9918,15423,2020-06-29,2,2,2.0,0.0,135,2,81.0,3898.0,4,1,186,4,0,15,0,81
37353,19166,2020-11-29,1,1,1.0,0.0,63,1,67.0,3056.0,1,2,748,6,0,308,0,122
2026,23611,2020-09-24,1,1,1.0,0.0,129,1,67.0,unknown,1,1,1111,4,0,487,3,144
32510,28161,2020-06-28,1,1,1.0,0.0,217,1,67.0,unknown,1,4,926,10,0,491,0,156
22636,21204,2021-01-31,1,1,1.0,0.0,0,1,67.0,2006.0,1,3,1180,4,0,485,3,66
12985,1831,2020-09-08,4,1,4.0,0.0,145,1,67.0,3565.0,4,3,748,4,0,491,0,66
14162,17089,2020-12-17,1,1,1.0,0.0,45,1,67.0,unknown,1,1,186,4,0,17,0,81
7852,22721,2020-08-24,1,1,1.0,0.0,160,1,67.0,726.0,1,1,194,10,0,502,3,185
39718,22547,2020-10-07,1,1,1.0,0.0,116,1,67.0,3898.0,1,3,408,10,0,376,0,127
10687,1322,2020-10-04,1,1,1.0,0.0,119,1,67.0,unknown,1,2,827,10,0,377,0,39
5019,25116,2020-07-07,1,1,1.0,0.0,208,1,67.0,422.0,1,2,1232,10,0,358,0,132
28799,395,2020-11-02,1,1,1.0,0.0,90,1,67.0,unknown,1,3,745,4,0,399,3,163
5884,19469,2021-01-25,1,1,1.0,0.0,6,1,67.0,3898.0,1,3,962,10,1,34,3,156
41159,27469,2020-11-14,1,1,1.0,0.0,78,1,67.0,2346.0,1,4,1368,4,0,472,0,-1
32593,20834,2020-08-07,1,1,1.0,0.0,177,1,67.0,40.0,1,2,186,4,0,15,0,81
13538,23410,2020-08-06,1,2,1.0,0.0,11,2,167.0,2901.0,2,2,20,6,0,201,0,29
12228,8004,2020-07-07,1,1,1.0,0.0,208,1,67.0,2972.0,1,2,6,6,0,303,3,45
41448,25689,2020-10-19,1,1,1.0,0.0,104,1,67.0,3898.0,1,1,1180,1,1,522,3,9
7966,19896,2020-08-16,1,2,1.0,0.0,50,2,118.0,3898.0,2,3,408,4,0,284,0,66
1364,32472,2020-06-04,1,1,1.0,0.0,241,1,67.0,1543.0,1,1,194,10,0,522,0,132
3383,29657,2020-10-28,1,2,1.5,0.7071067811865476,28,2,67.0,3898.0,3,2,18,10,0,345,0,84
44724,26273,2020-10-04,1,1,1.0,0.0,119,1,67.0,1739.0,1,2,994,4,0,491,3,66
11823,5170,2020-10-05,1,1,1.0,0.0,118,1,67.0,unknown,1,3,1010,10,0,522,0,17
15589,16059,2020-06-13,1,1,1.0,0.0,232,1,67.0,600.0,1,2,186,6,0,208,3,122
40559,25383,2020-08-09,1,1,1.0,0.0,175,1,67.0,2802.0,1,2,18,4,0,131,3,151
24933,2130,2020-10-09,1,1,1.0,0.0,114,1,67.0,3898.0,1,3,888,6,0,536,3,91
7834,5882,2020-09-11,1,1,1.0,0.0,142,1,67.0,1072.0,1,3,907,6,0,207,3,45
26163,18630,2020-11-21,1,1,1.0,0.0,71,1,67.0,3565.0,1,1,6,4,0,291,0,44
24804,25373,2020-12-09,2,1,2.0,0.0,53,1,67.0,844.0,2,4,186,4,0,318,0,81
3086,21690,2020-08-03,1,1,1.0,0.0,181,1,67.0,3027.0,1,2,1496,4,0,131,0,151
22441,10782,2020-11-25,1,1,1.0,0.0,67,1,67.0,3609.0,1,2,1338,4,0,487,3,48
21008,23020,2020-08-29,1,1,1.0,0.0,155,1,67.0,3358.0,1,1,333,4,0,19,0,144
35036,25722,2020-06-07,1,2,1.0,0.0,168,2,70.0,3898.0,2,1,618,4,0,401,0,44
31049,29473,2020-11-29,1,1,1.0,0.0,63,1,67.0,1254.0,1,2,322,6,0,536,0,122
6024,10216,2021-01-09,2,1,2.0,0.0,22,1,67.0,3027.0,2,4,1200,4,3,285,3,144
11437,7033,2021-01-20,1,1,1.0,0.0,11,1,67.0,3898.0,1,2,632,4,0,536,3,144
32905,31050,2020-07-12,2,1,2.0,0.0,203,1,67.0,3898.0,2,2,1222,10,0,503,0,85
26047,4082,2020-09-28,1,1,1.0,0.0,125,1,67.0,3898.0,1,2,120,10,0,503,3,101
18524,1398,2020-10-29,1,1,1.0,0.0,94,1,67.0,100.0,1,2,408,4,0,129,0,176
14196,18579,2020-08-29,1,1,1.0,0.0,155,1,67.0,566.0,1,1,1111,4,0,487,0,66
31298,9555,2020-07-01,2,1,2.0,0.0,214,1,67.0,3605.0,2,1,615,4,0,486,3,66
44965,31091,2020-09-27,1,1,1.0,0.0,126,1,67.0,3831.0,1,1,1201,4,0,31,0,140
13188,27230,2020-06-23,1,1,1.0,0.0,222,1,67.0,3898.0,1,4,1111,10,0,491,0,154
45029,5900,2020-10-03,1,1,1.0,0.0,120,1,67.0,3898.0,1,2,704,4,0,291,0,44
31544,28137,2020-07-06,1,1,1.0,0.0,209,1,67.0,726.0,1,2,853,4,0,450,0,76
20843,20181,2021-01-19,3,1,3.0,0.0,12,1,67.0,3898.0,3,2,574,4,0,507,0,108
39853,19613,2020-12-13,1,1,1.0,0.0,49,1,67.0,2475.0,1,4,1232,6,0,381,0,146
303,25517,2020-11-22,1,1,1.0,0.0,70,1,67.0,100.0,1,1,632,4,0,536,3,144
8583,3991,2020-10-27,1,1,1.0,0.0,96,1,67.0,3056.0,1,2,632,4,0,536,3,144
19149,5076,2020-10-03,1,1,1.0,0.0,120,1,67.0,3898.0,1,2,829,10,0,9,0,156
29506,25523,2020-07-19,1,1,1.0,0.0,196,1,67.0,3898.0,1,3,1366,6,1,537,0,46
19605,1628,2021-01-26,1,1,1.0,0.0,5,1,67.0,3898.0,1,3,406,6,0,507,0,8
34218,31164,2020-06-06,1,1,1.0,0.0,239,1,67.0,unknown,1,1,235,4,0,538,3,84
30530,11188,2020-08-01,2,1,2.0,0.0,183,1,67.0,3898.0,2,1,6,4,0,71,0,53
4703,12447,2021-01-04,1,1,1.0,0.0,27,1,67.0,3056.0,1,4,615,4,0,466,0,-1
29647,17260,2021-01-31,1,1,1.0,0.0,0,1,67.0,1739.0,1,3,1411,6,0,307,3,17
12393,3320,2020-06-07,1,1,1.0,0.0,238,1,67.0,2364.0,1,1,569,4,0,291,3,44
32642,13688,2020-11-17,1,1,1.0,0.0,75,1,67.0,3764.0,1,1,322,6,0,536,0,46
7447,9811,2020-10-11,2,3,1.6666666666666667,0.5773502691896257,112,3,42.0,unknown,5,3,783,10,1,504,3,17
32391,4348,2020-08-01,1,1,1.0,0.0,183,1,67.0,2433.0,1,1,1090,10,1,511,0,0
37446,13574,2020-06-13,2,1,2.0,0.0,232,1,67.0,1223.0,2,2,1180,10,1,184,3,84
33824,12564,2020-10-22,1,1,1.0,0.0,101,1,67.0,1603.0,1,1,325,10,0,485,3,121
44530,2321,2020-07-12,1,1,1.0,0.0,203,1,67.0,2006.0,1,2,1445,6,0,-1,-1,45
28621,22553,2020-06-30,1,1,1.0,0.0,215,1,67.0,3898.0,1,1,194,10,0,503,0,122
19315,9649,2021-01-06,1,1,1.0,0.0,25,1,67.0,918.0,1,4,186,4,0,444,3,66
30441,18796,2020-07-04,1,1,1.0,0.0,211,1,67.0,2542.0,1,1,186,4,0,28,3,175
6567,10299,2020-10-19,2,1,2.0,0.0,104,1,67.0,3027.0,2,1,225,10,0,393,3,121
39368,20150,2020-09-08,6,1,6.0,0.0,145,1,67.0,3898.0,6,3,18,10,0,345,0,84
24787,1633,2020-10-29,1,3,1.0,0.0,14,3,84.0,3565.0,3,2,618,4,0,55,3,11
24748,28105,2020-12-18,1,1,1.0,0.0,44,1,67.0,100.0,1,1,1043,4,1,479,0,22
10644,9776,2021-01-31,1,1,1.0,0.0,0,1,67.0,unknown,1,3,1383,6,0,537,0,46
12676,4806,2021-01-05,1,1,1.0,0.0,26,1,67.0,2566.0,1,4,194,10,0,503,3,17
19481,14923,2020-11-01,1,7,1.0,0.0,22,7,32.333333333333336,2917.0,7,2,964,4,0,491,0,144
20798,4869,2020-06-07,1,2,1.5,0.7071067811865476,184,2,54.0,1698.0,3,1,1010,10,0,503,0,185
13713,11119,2020-09-22,1,1,1.0,0.0,131,1,67.0,unknown,1,1,311,10,0,-1,-1,-1
36638,17000,2020-09-13,4,1,4.0,0.0,140,1,67.0,1890.0,4,3,1265,4,1,514,0,187
8674,1290,2020-10-02,1,1,1.0,0.0,121,1,67.0,1265.0,1,2,406,10,0,503,3,17
18722,18630,2020-09-28,1,2,1.0,0.0,125,2,86.0,2771.0,2,2,6,4,0,291,0,44
10341,19165,2020-10-20,2,1,2.0,0.0,103,1,67.0,2752.0,2,1,1201,4,0,386,0,89
1137,17747,2020-10-04,1,1,1.0,0.0,119,1,67.0,3764.0,1,2,1288,10,0,421,3,25
37160,9295,2020-10-16,1,1,1.0,0.0,107,1,67.0,2109.0,1,4,1410,6,0,491,0,117
16005,32090,2020-11-15,1,4,1.25,0.5,30,4,67.0,1835.0,5,4,998,10,0,416,3,132
22987,24145,2020-09-21,1,1,1.0,0.0,132,1,67.0,965.0,1,1,378,10,0,421,0,3
12483,22968,2020-11-04,1,1,1.0,0.0,88,1,67.0,370.0,1,3,790,4,1,520,0,-1
18509,24763,2020-12-20,2,1,2.0,0.0,42,1,67.0,3898.0,2,1,186,6,0,207,0,17
33371,11251,2020-08-10,2,1,2.0,0.0,174,1,67.0,3898.0,2,3,1496,10,0,348,0,95
20429,27560,2020-08-08,1,1,1.0,0.0,176,1,67.0,353.0,1,2,1201,6,0,174,3,17
45862,10424,2020-08-21,2,1,2.0,0.0,163,1,67.0,3898.0,2,4,926,10,0,515,0,188
42594,7449,2020-06-06,1,1,1.0,0.0,239,1,67.0,3898.0,1,1,186,10,3,27,3,39
34865,9649,2020-12-16,1,2,1.0,0.0,46,2,135.0,2475.0,2,1,186,4,0,444,3,66
20085,18630,2020-08-27,1,1,1.0,0.0,157,1,67.0,3137.0,1,1,6,4,0,291,0,44
17021,2068,2020-12-17,2,3,1.3333333333333333,0.5773502691896258,45,3,62.0,3605.0,4,1,361,10,1,505,0,126
22729,24322,2021-01-02,1,1,1.0,0.0,29,1,67.0,3898.0,1,3,150,4,1,453,0,108
20084,21411,2020-07-15,1,1,1.0,0.0,200,1,67.0,unknown,1,3,1368,10,3,524,0,132
34187,28934,2020-10-17,1,1,1.0,0.0,106,1,67.0,2346.0,1,4,1111,4,0,491,0,81
32339,461,2020-08-02,1,1,1.0,0.0,182,1,67.0,1841.0,1,1,406,10,0,503,0,17
13037,32466,2020-11-02,1,1,1.0,0.0,90,1,67.0,3059.0,1,3,1180,10,3,391,3,147
42464,28758,2020-10-11,1,1,1.0,0.0,112,1,67.0,3898.0,1,3,258,4,0,329,0,163
19625,4832,2020-11-02,1,1,1.0,0.0,90,1,67.0,3898.0,1,3,325,10,0,16,0,45
42536,23079,2020-10-29,1,1,1.0,0.0,94,1,67.0,3898.0,1,2,194,10,0,503,3,17
33719,19017,2020-10-01,1,1,1.0,0.0,122,1,67.0,638.0,1,2,71,4,0,432,0,159
15152,4421,2020-11-16,1,1,1.0,0.0,76,1,67.0,3898.0,1,1,1496,4,0,114,3,16
45763,32021,2020-09-26,1,3,1.6666666666666667,0.5773502691896257,60,3,58.5,unknown,5,1,1445,10,0,-1,0,17
6444,23027,2020-11-02,1,1,1.0,0.0,90,1,67.0,1072.0,1,3,777,10,2,502,0,178
33129,9700,2020-11-14,1,2,1.0,0.0,20,2,58.0,3898.0,2,4,107,10,0,308,0,45
45243,16403,2020-12-30,1,1,1.0,0.0,32,1,67.0,2871.0,1,3,1121,10,0,161,0,38
36117,6764,2020-10-14,2,1,2.0,0.0,109,1,67.0,3898.0,2,4,618,4,0,71,0,144
13839,11251,2020-07-12,1,2,1.5,0.7071067811865476,53,2,150.0,490.0,3,2,1496,10,0,348,0,95
26510,4821,2020-09-21,1,1,1.0,0.0,132,1,67.0,2231.0,1,1,745,4,0,282,3,66
22650,11454,2020-08-03,1,1,1.0,0.0,181,1,67.0,489.0,1,2,325,6,0,265,3,45
45183,27288,2020-10-18,2,1,2.0,0.0,105,1,67.0,1151.0,2,4,801,4,2,468,0,108
7828,15625,2020-06-03,1,1,1.0,0.0,242,1,67.0,3898.0,1,1,388,10,0,484,0,156
22028,32204,2020-09-16,8,12,5.916666666666667,0.9003366373785203,14,12,17.818181818181817,3898.0,71,4,1496,10,0,345,3,95
26897,3997,2021-01-09,1,2,1.0,0.0,22,2,94.0,3898.0,2,4,194,10,0,505,0,126
33516,4961,2020-12-05,1,1,1.0,0.0,57,1,67.0,3898.0,1,3,1111,4,3,487,3,66
12446,30712,2020-07-13,1,1,1.0,0.0,202,1,67.0,3898.0,1,3,186,10,0,421,3,3
31095,17749,2020-11-23,1,3,1.0,0.0,69,3,86.5,3056.0,3,2,147,4,0,491,3,66
37709,17995,2020-10-12,1,3,1.0,0.0,111,3,57.5,3898.0,3,4,1113,4,0,491,3,154
14017,4922,2020-11-22,1,1,1.0,0.0,70,1,67.0,1603.0,1,1,186,10,0,380,3,127
7534,4049,2021-01-23,1,1,1.0,0.0,8,1,67.0,1673.0,1,2,1126,4,0,363,0,89
12108,9347,2020-09-12,1,1,1.0,0.0,141,1,67.0,2589.0,1,3,361,10,0,519,3,178
4315,23582,2020-12-06,3,1,3.0,0.0,56,1,67.0,unknown,3,3,569,4,0,21,3,52
23712,915,2020-09-30,1,1,1.0,0.0,123,1,67.0,3056.0,1,2,1366,10,0,537,0,28
23763,4591,2021-01-25,1,1,1.0,0.0,6,1,67.0,2364.0,1,3,378,4,2,134,0,138
14100,6337,2020-06-15,1,1,1.0,0.0,230,1,67.0,3565.0,1,3,1496,10,0,412,0,3
8754,9543,2020-11-17,3,1,3.0,0.0,75,1,67.0,3898.0,3,1,249,10,0,503,0,184
32252,12770,2020-06-06,1,1,1.0,0.0,239,1,67.0,1231.0,1,1,993,10,0,202,3,84
39569,2018,2020-06-30,10,1,10.0,0.0,215,1,67.0,3137.0,10,1,627,4,1,452,0,12
20156,17499,2020-06-13,1,1,1.0,0.0,232,1,67.0,1061.0,1,2,1338,4,0,486,3,48
25465,26387,2020-11-20,1,1,1.0,0.0,72,1,67.0,298.0,1,1,1201,4,0,15,3,81
5318,2460,2020-10-28,1,1,1.0,0.0,95,1,67.0,1072.0,1,2,1366,10,0,537,0,3
38659,10133,2020-06-27,1,1,1.0,0.0,218,1,67.0,1899.0,1,4,18,6,0,224,0,17
42509,1565,2020-07-09,1,1,1.0,0.0,206,1,67.0,1315.0,1,2,1368,4,0,504,0,-1
23824,24369,2021-01-17,2,1,2.0,0.0,14,1,67.0,2920.0,2,1,194,10,0,505,0,126
6571,16747,2020-09-16,1,5,1.0,0.0,0,5,42.75,unknown,5,4,1135,4,0,78,0,163
4185,6792,2020-09-15,1,2,1.5,0.7071067811865476,133,2,5.0,unknown,3,4,514,4,0,322,3,117
40993,17645,2020-08-01,2,2,2.0,0.0,64,2,119.0,3137.0,4,1,1105,4,0,486,0,48
42781,1094,2020-10-08,1,1,1.0,0.0,115,1,67.0,3898.0,1,3,1348,4,0,484,3,66
1440,18338,2020-12-23,10,1,10.0,0.0,39,1,67.0,3898.0,10,2,118,6,0,497,0,-1
8412,27179,2020-06-05,1,1,1.0,0.0,240,1,67.0,3898.0,1,1,1180,6,0,220,3,17
22092,13644,2021-01-19,1,1,1.0,0.0,12,1,67.0,unknown,1,2,73,10,0,421,3,3
5172,31026,2020-11-21,1,2,1.0,0.0,71,2,35.0,3617.0,2,1,449,4,0,370,3,105
30753,3477,2020-10-31,1,1,1.0,0.0,92,1,67.0,3189.0,1,2,186,6,0,196,0,45
28598,637,2020-10-01,1,1,1.0,0.0,122,1,67.0,1682.0,1,2,6,4,0,131,0,144
41270,18471,2020-06-19,1,1,1.0,0.0,226,1,67.0,3898.0,1,3,1066,6,0,3,3,84
37752,31683,2020-11-22,3,1,3.0,0.0,70,1,67.0,3802.0,3,1,1371,4,0,484,3,175
21083,21627,2021-01-04,3,1,3.0,0.0,27,1,67.0,2901.0,3,4,322,6,0,536,0,46
40146,32495,2020-08-07,1,1,1.0,0.0,177,1,67.0,3723.0,1,2,193,4,0,202,0,108
35178,1378,2021-01-04,1,2,1.0,0.0,27,2,186.0,2385.0,2,4,454,6,0,200,3,17
39396,11890,2020-09-21,2,1,2.0,0.0,132,1,67.0,2566.0,2,1,1111,4,1,487,3,78
24596,12603,2020-11-23,1,1,1.0,0.0,69,1,67.0,380.0,1,2,523,10,0,192,0,96
15157,17645,2021-01-24,1,2,1.0,0.0,7,2,76.0,3898.0,2,2,1105,4,0,486,0,48
11049,7979,2020-10-16,1,1,1.0,0.0,107,1,67.0,3137.0,1,4,500,10,0,507,0,-1
3968,7498,2020-11-13,1,1,1.0,0.0,79,1,67.0,unknown,1,4,557,10,1,511,0,0
40248,15983,2020-09-12,1,1,1.0,0.0,141,1,67.0,2231.0,1,3,449,6,0,197,0,122
30107,30681,2020-06-26,1,2,1.0,0.0,193,2,26.0,2364.0,2,4,120,10,1,503,3,77
5683,23050,2020-12-08,2,4,1.25,0.5,54,4,53.0,3898.0,5,4,1411,4,0,22,0,151
30664,22587,2020-08-25,1,7,3.5714285714285716,1.9023794624226835,46,7,29.5,3898.0,25,1,135,10,0,358,3,24
8230,24056,2020-08-28,2,1,2.0,0.0,156,1,67.0,3898.0,2,1,1156,4,0,487,0,66
17207,29589,2021-01-15,4,1,4.0,0.0,16,1,67.0,3183.0,4,1,1058,6,1,497,0,117
6025,25129,2020-12-14,1,1,1.0,0.0,48,1,67.0,2012.0,1,1,1126,4,0,363,0,89
7828,5221,2020-09-08,1,2,1.5,0.7071067811865476,69,2,76.0,2385.0,3,3,186,4,0,319,3,16
8926,352,2020-11-28,1,3,1.0,0.0,64,3,42.5,3056.0,3,2,408,6,0,254,0,122
33708,18630,2020-10-14,2,1,2.0,0.0,109,1,67.0,3719.0,2,4,6,4,0,291,0,44
34687,16017,2020-11-27,2,1,2.0,0.0,65,1,67.0,unknown,2,2,539,10,0,358,0,95
21177,5144,2020-06-21,1,1,1.0,0.0,224,1,67.0,2917.0,1,3,580,10,0,503,3,39
28271,10258,2020-10-11,1,1,1.0,0.0,112,1,67.0,3860.0,1,3,772,10,0,509,0,120
22603,3438,2020-08-11,5,2,5.5,0.7071067811865476,56,2,117.0,unknown,11,3,406,10,0,503,3,17
22344,16257,2020-06-18,1,1,1.0,0.0,227,1,67.0,unknown,1,3,1135,4,1,395,0,44
449,18306,2020-07-18,1,1,1.0,0.0,197,1,67.0,3056.0,1,3,1113,4,0,491,3,66
26377,1576,2020-07-30,1,1,1.0,0.0,185,1,67.0,3898.0,1,1,1201,10,0,43,0,147
44628,27280,2020-07-10,1,6,1.0,0.0,53,6,37.4,3898.0,6,2,1379,4,0,444,3,66
40485,11213,2020-10-18,1,1,1.0,0.0,105,1,67.0,3437.0,1,4,219,4,0,538,0,144
34546,2609,2020-07-30,1,1,1.0,0.0,185,1,67.0,1739.0,1,1,322,4,0,536,0,144
24359,6642,2021-01-17,1,1,1.0,0.0,14,1,67.0,1932.0,1,1,1156,4,1,495,0,33
45393,20769,2020-09-26,1,1,1.0,0.0,127,1,67.0,3898.0,1,1,1496,10,3,386,0,87
